movie_title,genres,director_name,actor_1_name,actor_2_name,actor_3_name,title_year,plot_keywords
The Legend of Hell's Gate: An American Conspiracy ,Action|Adventure|History|Western,Tanner Beard,William McNamara,Kevin Alejandro,Glenn Morshower,2011,1800s|doc holliday|robbers|sheriff|texas
The Walking Deceased ,Comedy|Horror,Scott Dow,Trenton Rostedt,Wray Crawford,Dave Sheridan,2015,zombie|zombie spoof
The Curse of Downers Grove ,Drama|Horror|Mystery|Thriller,Derick Martini,Kevin Zegers,Bella Heathcote,Tom Arnold,2015, 
Shark Lake ,Thriller,Jerry Dugan,Melissa Bolona,Michael Aaron Milligan,James Chalke,2015,blood|daughter|jail|police|shark
River's Edge ,Crime|Drama,Tim Hunter,Keanu Reeves,Daniel Roebuck,Ione Skye,1986,death|friend|high school|murder|police
Northfork ,Drama|Fantasy,Michael Polish,Peter Coyote,Anthony Edwards,Jon Gries,2003,boy|caretaker|dam|evacuation|orphanage
The Marine 4: Moving Target ,Action|Thriller,William Kaufman,Paul McGillion,Mike 'The Miz' Mizanin,David Lewis,2015,killed in police car|mercenary|police officer shot in the leg|police officer shot through the heart|whistleblower
Buried ,Drama|Mystery|Thriller,Rodrigo Cortés,Ryan Reynolds,Samantha Mathis,Erik Palladino,2010,buried alive|coffin|iraq|one person|single set production
Submarine ,Comedy|Drama|Romance,Richard Ayoade,Craig Roberts,Paddy Considine,Sally Hawkins,2010,15 year old|school|teen comedy|teen movie|virginity
The Square ,Documentary|Drama|History|News,Jehane Noujaim,Khalid Abdalla,Ahmed Hassan,Aida Elkashef,2013, 
One to Another ,Drama,Pascal Arnold,Karl E. Landler,Lizzie Brocheré,Pierre Perrier,2006,fellatio|female frontal nudity|male frontal nudity|nude sunbathing|orgy
Carrie ,Drama|Fantasy|Horror,Kimberly Peirce,Chloë Grace Moretz,Judy Greer,Portia Doubleday,2013,outcast|prom|self injury|telekinesis|tragic event
ABCD (Any Body Can Dance) ,Drama|Musical,Remo,Lauren Gottlieb,Remo,Prabhudheva,2013, 
A Nightmare on Elm Street ,Horror,Wes Craven,Johnny Depp,Lin Shaye,Amanda Wyss,1984,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation
Man on Wire ,Biography|Crime|Documentary|History|Thriller,James Marsh,Paul McGill,Philippe Petit,Jean-Louis Blondeau,2008,new york city|passion|reenactment|rooftop|tower
Abandoned ,Drama,John Laing,Siobhan Marshall,Peter Feeney,Rachel Nash,2015,boat|one word title|sea|storm|survivor
Brotherly Love ,Drama,Jamal Hill,Logan Browning,Adam Ratcliffe,Faizon Love,2015,basketball|burglary|police|robbery|teenage girl
The Last Exorcism ,Drama|Horror|Thriller,Daniel Stamm,Caleb Landry Jones,Ashley Bell,Patrick Fabian,2010,cult film|documentary crew|exorcism|found footage|satanic ritual
Nowhere Boy ,Biography|Drama|Music,Sam Taylor-Johnson,Kristin Scott Thomas,Ophelia Lovibond,Anne-Marie Duff,2009,1960s|childhood|friendship|love|the beatles
A Streetcar Named Desire ,Drama,Elia Kazan,Marlon Brando,Karl Malden,Kim Hunter,1951,brother in law sister in law relationship|expectant father|histrionic personality disorder|middle aged woman|off screen rape
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,Comedy,Stanley Kubrick,George C. Scott,Slim Pickens,Keenan Wynn,1964,bomber|doomsday|general|u.s. president|war room
El crimen del padre Amaro ,Drama|Romance,Carlos Carrera,Damián Alcázar,Ana Claudia Talancón,Pedro Armendáriz Jr.,2002,church|love|mexico|politics|priest
Beasts of the Southern Wild ,Drama|Fantasy,Benh Zeitlin,Quvenzhané Wallis,Gina Montana,Dwight Henry,2012,auroch|community|hospital|illness|six year old
Battle for the Planet of the Apes ,Action|Sci-Fi,J. Lee Thompson,Roddy McDowall,Paul Williams,Claude Akins,1973,ape|general|gorilla|outer space|planet of the apes
Songcatcher ,Drama|Music,Maggie Greenwald,Aidan Quinn,David Patrick Kelly,Jane Adams,2000,doctor|mountain|musician|song|university
Higher Ground ,Drama,Vera Farmiga,Donna Murphy,Bill Irwin,Michael Chernus,2011,1960s|belief in the afterlife|domestic violence|faith|minister
Vaalu ,Comedy|Romance,Vijay Chandar,Hansika Motwani,T.R. Silambarasan,Brahmanandam,2015, 
The Greatest Movie Ever Sold ,Comedy|Documentary,Morgan Spurlock,Quentin Tarantino,J.J. Abrams,Donald Trump,2011,advertising|movie in title|product placement
Ed and His Dead Mother ,Comedy|Horror,Jonathan Wacks,Steve Buscemi,Gary Farmer,Jon Gries,1993,based on ed gein|dog|hyperactive|macabre|zombie
Travelers and Magicians ,Adventure|Drama,Khyentse Norbu,Tshewang Dendup,Lhakpa Dorji,Sonam Kinga,2003,bhutan|buddhist|monk|storytelling|weaver
Hang 'Em High ,Western,Ted Post,Clint Eastwood,Bruce Dern,Alan Hale Jr.,1968,imperative in title|judge|marshal|murder|vigilante
Deadline - U.S.A. ,Crime|Drama|Film-Noir,Richard Brooks,Humphrey Bogart,Jim Backus,Kim Hunter,1952,editor|gangster|newspaper|organized crime|press
Sublime ,Horror|Thriller,Tony Krantz,George Newbern,Tom Cavanagh,Cas Anvar,2007,birthday|birthday party|colonoscopy|hospital|surgery
A Beginner's Guide to Snuff ,Comedy|Horror|Thriller,Mitchell Altieri,Kimberley Crossman,Luke Edwards,Bree Williamson,2016, 
Independence Daysaster ,Action|Sci-Fi,W.D. Hogan,Tom Everett Scott,Keenan Tracey,Nicholas Carella,2013,fireworks|kiss|to be continued ending|uncle nephew relationship|usaf
Dysfunctional Friends ,Comedy|Drama,Corey Grant,Christian Keyes,Essence Atkins,Tatyana Ali,2012,ex boyfriend ex girlfriend relationship|gossip|inheritance|mansion|reference to howard university
Run Lola Run ,Crime|Drama,Tom Tykwer,Moritz Bleibtreu,Ludger Pistor,Armin Rohde,1998,bechdel test failed|money|multiple outcomes|repeated event|subway
May ,Drama|Horror,Lucky McKee,James Duval,Will Estes,Nora Zehetner,2002,case|doll|dry humor|friend|love
Against the Wild ,Adventure|Family,Richard Boddington,Natasha Henstridge,CJ Adams,Erin Pitt,2013,cave|salmon
Living Dark: The Story of Ted the Caver ,Horror,David Hunt,Matthew Alan,Chris Cleveland,Circus-Szalewski,2013,brother|cave|caver|dark|funeral
Under the Same Moon ,Adventure|Drama,Patricia Riggen,America Ferrera,Eugenio Derbez,Kate del Castillo,2007,12 year old|boy|mexican|mexican immigrant|mexico
Conquest of the Planet of the Apes ,Action|Sci-Fi,J. Lee Thompson,Roddy McDowall,Gordon Jump,John Randolph,1972,ape|future|intelligence|revolution|slave revolt
In the Bedroom ,Crime|Drama,Todd Field,Tom Wilkinson,Sissy Spacek,Karen Allen,2001,doctor|maine|only son|school choir|summer
I Spit on Your Grave ,Horror|Thriller,Steven R. Monroe,Sarah Butler,Chad Lindberg,Daniel Franzese,2010,horror movie remake|rape|rape and revenge|rape victim|revenge
"Happy, Texas ",Comedy|Crime|Romance,Mark Illsley,Ally Walker,Illeana Douglas,Jeremy Northam,1999,banker|beauty pageant|escaped convict|gay|pageant
My Summer of Love ,Drama|Romance,Pawel Pawlikowski,Paddy Considine,Natalie Press,Dean Andrews,2004,female frontal nudity|lesbian relationship|summer|voyeurism|yorkshire
The Lunchbox ,Drama|Romance,Ritesh Batra,Nawazuddin Siddiqui,Nimrat Kaur,Lillete Dubey,2013,delivery|delivery to wrong address|lunchbox|open ended|unconventional romance
Yes ,Drama|Romance,Sally Potter,Shirley Henderson,Joan Allen,Stephanie Leonidas,2004,beach|lebanese|loss|muslim|restaurant
You Can't Take It with You ,Comedy|Drama|Romance,Frank Capra,Jean Arthur,Ann Miller,Lionel Barrymore,1938,eccentric|friend|house|monopoly|stenographer
From Here to Eternity ,Drama|Romance|War,Fred Zinnemann,Montgomery Clift,Donna Reed,Deborah Kerr,1953,boxing|captain|hawaii|love|sergeant
She Wore a Yellow Ribbon ,Western,John Ford,Harry Carey Jr.,Ben Johnson,Victor McLaglen,1949,captain|cavalry|fort|retirement|yellow ribbon
Grace Unplugged ,Drama|Music,Brad J. Silverman,Shawnee Smith,Michael Welch,Anthony Reynolds,2013,christianity|love|reference to justin bieber|reference to taylor swift|worship
Foolish ,Comedy|Drama,Dave Meyers,Eddie Griffin,Clifton Powell,Marla Gibbs,1999,accidental killing|drug humor|profanity|sexual humor|stand up comedy
N-Secure ,Crime|Drama|Thriller,David M. Matthews,Essence Atkins,Lamman Rucker,Tempestt Bledsoe,2010,betrayal|family relationships|insecurity|murder|passive aggression
Caramel ,Comedy|Drama|Romance,Nadine Labaki,Yasmine Al Massri,Adel Karam,Nadine Labaki,2007,caramel|friendship|police|secret|suitor
Out of the Dark ,Horror|Thriller,Lluís Quílez,Stephen Rea,Pixie Davies,Alejandro Furth,2014,haunted house
The Bubble ,Comedy|Drama|Romance,Eytan Fox,Ohad Knoller,Lior Ashkenazi,Yousef 'Joe' Sweid,2006,gay|hairy chest|homosexual|israel|male nudity
The Conversation ,Drama|Mystery|Thriller,Francis Ford Coppola,Harrison Ford,Teri Garr,Cindy Williams,1974,corruption|neo noir|recording|saxophone|surveillance
Dil Jo Bhi Kahey... ,Romance,Romesh Sharma,Annabelle Wallis,Revathy,Bhoomika Chawla,2005, 
Mississippi Mermaid ,Crime|Drama|Romance,François Truffaut,Catherine Deneuve,Jean-Paul Belmondo,Michel Bouquet,1969,antibes|hotel|island|reunion|reunion island
I Love Your Work ,Drama|Mystery,Adam Goldberg,Judy Greer,Marisa Coughlan,Nicky Katt,2003,film student|marriage|mental breakdown|movie star|obsession
Cabin Fever ,Horror,Travis Zariwny,Dustin Ingram,Gage Golightly,Samuel Davis,2016,female rear nudity|flesh eating virus|horror movie remake|remake|topless female nudity
Dawn of the Dead ,Action|Horror|Thriller,Zack Snyder,Ty Burrell,Kevin Zegers,Mekhi Phifer,2004,mall|mayhem|nurse|rear entry sex|survival horror
Waitress ,Comedy|Drama|Romance,Adrienne Shelly,Lew Temple,Cheryl Hines,Eddie Jemison,2007,domestic violence|pregnancy|unhappy marriage|unwanted pregnancy|waitress
Bloodsport ,Action|Biography|Drama|Sport,Newt Arnold,Bolo Yeung,Donald Gibb,Ken Siu,1988,hand to hand combat|hong kong|kumite|martial arts|tournament
Mr. Smith Goes to Washington ,Comedy|Drama,Frank Capra,Claude Rains,Jean Arthur,Thomas Mitchell,1939,camp|corruption|governor|senate|u.s. senate
Kids ,Drama,Larry Clark,Rosario Dawson,Leo Fitzpatrick,Justin Pierce,1995,coming of age|marijuana|rape|virgin|weed
The Squid and the Whale ,Comedy|Drama,Noah Baumbach,William Baldwin,Elizabeth Meriwether,Owen Kline,2005,boy|divorce|tennis|tennis coach|writer
Kissing Jessica Stein ,Comedy|Drama|Romance,Charles Herman-Wurmfeld,Scott Cohen,Jennifer Westfeldt,Brian Stepanek,2001,friend|friendship|journalist|new york city|personal ad
"A Woman, a Gun and a Noodle Shop ",Comedy|Drama,Yimou Zhang,Honglei Sun,Ni Yan,Dahong Ni,2009,betrayal|husband wife relationship|murder|noodles|salary
Kickboxer: Vengeance ,Action,John Stockwell,Matthew Ziff,T.J. Storm,Sam Medina,2016, 
Spellbound ,Film-Noir|Mystery|Romance|Thriller,Alfred Hitchcock,Norman Lloyd,Rhonda Fleming,Leo G. Carroll,1945,amnesia|dream analysis|dream sequence|guilt complex|post traumatic stress disorder
Exotica ,Drama|Mystery|Romance,Atom Egoyan,Bruce Greenwood,Mia Kirshner,Sarah Polley,1994,bird|cult film|egg|nightclub|toronto
Buffalo '66 ,Comedy|Crime|Drama|Romance,Vincent Gallo,Anjelica Huston,Vincent Gallo,Jan-Michael Vincent,1998,shower|stripper|tap dancing|underwear|undressing
Insidious ,Fantasy|Horror|Mystery|Thriller,James Wan,Lin Shaye,Barbara Hershey,Philip Friedman,2010,baby|boy|coma|demon|house
Repo Man ,Comedy|Crime|Sci-Fi|Thriller,Alex Cox,Del Zamora,Tracey Walter,Miguel Sandoval,1984,punk|punk rocker|repossession|televangelist|ufo
Nine Queens ,Crime|Drama|Thriller,Fabián Bielinsky,Ricardo Darín,Gastón Pauls,Leticia Brédice,2000,con artist|hotel|partner|scam|stamp
The Gatekeepers ,Documentary|War,Dror Moreh,Ami Ayalon,Yuval Diskin,Yaakov Peri,2012,interview|jerusalem|jewish|terrorism|terrorist bombing
The Ballad of Jack and Rose ,Drama,Rebecca Miller,Beau Bridges,Susanna Thompson,Ryan McDonald,2005,commune|defecation|environmentalism|fellatio|island
The To Do List ,Comedy|Romance,Maggie Carey,Donald Glover,Alia Shawkat,Scott Porter,2013,feces in a swimming pool|female vomiting|high school|lifeguard|male objectification
Killing Zoe ,Crime|Drama|Thriller,Roger Avary,Eric Stoltz,Salvator Xuereb,Jean-Hugues Anglade,1993,bank|bastille day|call girl|childhood friend|drugs
The Believer ,Drama,Henry Bean,Ryan Gosling,Theresa Russell,Summer Phoenix,2001,jew|jewish nazi|nazism|racism|skinhead
Snow Angels ,Drama|Romance,David Gordon Green,Michael Angarano,Connor Paolo,Tom Noonan,2007,flashback|football game|school|small town|snow
Unsullied ,Action|Horror|Thriller,Simeon Rice,Ward G. Smith,Lisa Brave,Malone Thomas,2014, 
Session 9 ,Horror|Mystery,Brad Anderson,Paul Guilfoyle,Brendan Sexton III,Larry Fessenden,2001,abandoned asylum|abandoned hospital|asbestos|lobotomy|multiple personality
I Want Someone to Eat Cheese With ,Comedy|Romance,Jeff Garlin,Jessy Schram,Jeff Garlin,Joey Slotnick,2006,cheese|city|ice cream|school|second city
Mooz-Lum ,Drama|Family,Qasim Basir,Dorian Missick,Nia Long,Evan Ross,2010,one word title
Hatchet ,Comedy|Horror,Adam Green,Joel David Moore,Kane Hodder,Joel Murray,2006,bayou|boat|louisiana|swamp|tour
Modern Times ,Comedy|Drama|Family,Charles Chaplin,Paulette Goddard,Stanley Blystone,Fred Malatesta,1936,actor director writer|invention|machine|music score composed by director|tramp
Stolen Summer ,Drama,Pete Jones,Brian Dennehy,Aidan Quinn,Bonnie Hunt,2002,catholic|catholicism|rabbi|school|summer
My Name Is Bruce ,Comedy|Fantasy,Bruce Campbell,Ted Raimi,Dan Hicks,Timothy Patrick Quill,2007,b movie|birthday|chinese|demon|small town
The Salon ,Comedy|Drama,Mark Brown,Vivica A. Fox,Monica Calhoun,Garrett Morris,2005, 
Road Hard ,Comedy,Adam Carolla,Jay Mohr,Jim O'Heir,David Alan Grier,2015,girl in panties|panties|red panties|stand up comedy
Forty Shades of Blue ,Drama|Music|Romance,Ira Sachs,Rip Torn,Jenny O'Hara,Darren E. Burrows,2005,love|music producer|previous marriage|rock 'n' roll|russian
Amigo ,Drama|War,John Sayles,Brian Lee Franklin,John Arcilla,Ronnie Lazaro,2010,american|filipino|friendship|guerrilla army|village
Pontypool ,Fantasy|Horror,Bruce McDonald,Stephen McHattie,Georgina Reilly,Boyd Banks,2008,blood splatter|talk radio|virus|vomiting blood|zombie apocalypse
Trucker ,Drama,James Mottern,Jimmy Bennett,Joey Lauren Adams,Matthew Lawrence,2008,cancer|cigarette smoking|hospital|one night stand|trucker
Me You and Five Bucks ,Comedy|Drama|Romance,Jaime Zevallos,Angela Sarafyan,Jaime Zevallos,Michael Elian,2015, 
The Lords of Salem ,Drama|Fantasy|Horror|Thriller,Rob Zombie,Sid Haig,Dee Wallace,Michael Berryman,2012,blood|flashback|radio dj|radio station|vinyl
Housebound ,Comedy|Horror|Mystery,Gerard Johnstone,Morgana O'Reilly,Bruce Hopkins,Cameron Rhodes,2014,bloody violence|exploding head|haunted house|plot twist|slapstick
Wal-Mart: The High Cost of Low Price ,Documentary,Robert Greenwald,Lee Scott,Jon Hunter,Matt Hunter,2005,greed|pollution|slave labor|truth|wal mart
Fetching Cody ,Drama|Fantasy|Romance,David Ray,Nicole Muñoz,Sarah Lind,Kyla Wise,2005,death|high school|prostitute|suicide|time travel
Once Upon a Time in Queens ,Comedy|Drama,Dave Rodriguez,Chazz Palminteri,Michael Rapaport,Paul Sorvino,2013, 
Closer to the Moon ,Comedy|Drama,Nae Caranfil,Monica Barladeanu,Joe Armstrong,Martin Hancock,2014, 
Mutant World ,Sci-Fi,David Winning,Ashanti,Amber Marshall,John DeSantis,2014, 
Growing Up Smith ,Comedy|Drama|Family,Frank Lotito,Brighton Sharbino,Jake Busey,Tim Guinee,2015,adolescence|girl next door|growing vegetables|high standards|sent away
Checkmate ,Action|Crime|Thriller,Timothy Woodward Jr.,Katrina Law,Johnny Messner,Michael Paré,2015, 
Jack Reacher ,Action|Crime|Mystery|Thriller,Christopher McQuarrie,Tom Cruise,Robert Duvall,David Oyelowo,2012,coma|mysterious villain|police chase|shooting range|sniper
#Horror ,Drama|Horror|Mystery|Thriller,Tara Subkoff,Timothy Hutton,Balthazar Getty,Lydia Hearst,2015,bullying|cyberbullying|girl|internet|throat slitting
Wind Walkers ,Action|Horror|Thriller,Russell Friedenberg,Rudy Youngblood,Glen Powell,Kiowa Gordon,2015,after dark horrorfest
Snow White and the Seven Dwarfs ,Animation|Family|Fantasy|Musical,William Cottrell,Adriana Caselotti,Billy Gilbert,Lucille La Verne,1937,dwarf|love|princess|queen|snow white
The Holy Girl ,Drama,Lucrecia Martel,Mía Maestro,Mercedes Morán,María Alche,2004,16 year old|doctor|hotel|tinnitus|title directed by female
Shalako ,Western,Edward Dmytryk,Brigitte Bardot,Woody Strode,Honor Blackman,1968,bare chested male bondage|european|female frontal nudity|topless woman|war paint
Incident at Loch Ness ,Adventure|Comedy|Horror,Zak Penn,Zak Penn,Gabriel Beristain,John Bailey,2004,boat|director|loch ness|loch ness monster|monster
The Dog Lover ,Drama,Alex Ranarivelo,Lea Thompson,Christina Moore,Cullen Douglas,2016, 
Girl House ,Horror|Thriller,Jon Knautz,Camren Bicondova,Adam DiMarco,Chasty Ballesteros,2014,college student|disfigured face|house|suicide|website
The Blue Room ,Crime|Romance|Thriller,Mathieu Amalric,Mathieu Amalric,Léa Drucker,Laurent Poitrenaux,2014,male pubic hair|manipulative personality|murder of wife|neglected wife|pubic hair
House at the End of the Drive ,Horror|Thriller,David Worth,Jessica Szohr,Jonathan Mangum,Angela Jones,2014,ghost story|manson family|paranormal|real life event|reference to sharon tate
Batman: The Movie ,Adventure|Comedy|Family,Leslie H. Martinson,Burgess Meredith,Cesar Romero,Burt Ward,1966,black cat|catwoman|dc comics|penguin|riddler
"Lock, Stock and Two Smoking Barrels ",Comedy|Crime,Guy Ritchie,Jason Statham,Jason Flemyng,Dexter Fletcher,1998,antique|cockney accent|hatchet|money|shotgun
The Ballad of Gregorio Cortez ,Western,Robert M. Young,Barry Corbin,Bruce McGill,Ned Beatty,1982, 
The Streets of San Francisco             ,Action|Crime|Drama|Mystery, ,Karl Malden,Michael Douglas, , ,city name in series title|homicide|older man younger man relationship|place in series title|police partner
The Celebration ,Drama,Thomas Vinterberg,Ulrich Thomsen,Paprika Steen,Trine Dyrholm,1998,dogme 95|family secret|haunted by the past|secret|speech
Trees Lounge ,Comedy|Drama,Steve Buscemi,Steve Buscemi,Debi Mazar,Carol Kane,1996,alcoholic drink|bar|drink|drinking|drunk
Journey from the Fall ,Drama,Ham Tran,Long Nguyen,Kieu Chinh,Cat Ly,2006,1970s|1980s|nonlinear timeline|rescue|vietnam war
The Basket ,Drama,Rich Cowan,Eric Dane,Karen Allen,Peter Coyote,1999,basketball|german immigrant|opera|two word title|war orphan
Eddie: The Sleepwalking Cannibal ,Comedy|Horror,Boris Rodriguez,Stephen McHattie,Thure Lindhardt,Georgina Reilly,2012,art teacher|cannibal|inspiration|painter|sleepwalking
Mercury Rising ,Action|Crime|Drama|Thriller,Harold Becker,Bruce Willis,Miko Hughes,Carrie Preston,1998,autistic child|boy|child in danger|fbi|nsa
Space: Above and Beyond             ,Drama|Sci-Fi, ,James Morrison,Tucker Smallwood,Kristen Cloke, ,alien|born in vitro|in vitro fertilization|marine|outer space
Queen of the Mountains ,Action|Biography|Drama|History,Sadyk Sher-Niyaz,Elina Abai Kyzy,Aziz Muradillayev,Mirlan Abdulayev,2014,19th century|central asia|mother son relationship|ruler|russian empire
Def-Con 4 ,Action|Sci-Fi,Paul Donovan,Maury Chaykin,Lenore Zann,Tim Choate,1985,canuxploitation|independent film|post apocalypse|remake|survival
The Hebrew Hammer ,Comedy,Jonathan Kesselman,Judy Greer,Adam Goldberg,Tony Cox,2003,blaxploitation|hanukkah|jewish|kwanzaa|santa claus
Neal 'N' Nikki ,Comedy|Musical|Romance,Arjun Sablok,Abhishek Bachchan,Uday Chopra,Samantha McLeod,2005,interrupted sex|kiss|love|mistaken sex scene|sex in car
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ,Comedy,Craig Moss,Noureen DeWulf,Bryan Callen,Matt Crabtree,2010,masturbation|porn actor in mainstream movie|sex|spoof|virginity
Forget Me Not ,Horror|Romance|Thriller,Tyler Oliver,Bella Thorne,Chloe Bridges,Christopher Atkins,2009, 
Rebecca ,Drama|Film-Noir|Mystery|Thriller,Alfred Hitchcock,Laurence Olivier,Joan Fontaine,George Sanders,1940,death|estate|housekeeper|love|monte carlo
Friday the 13th Part 2 ,Horror|Mystery|Thriller,Steve Miner,Betsy Palmer,Adrienne King,Amy Steel,1981,ice pick|jason voorhees|lake|pitchfork|shack
The Lost Weekend ,Drama|Film-Noir,Billy Wilder,Ray Milland,Jane Wyman,Frank Faylen,1945,addiction|alcoholic|alcoholism|paranoia|suicidal thoughts
C.H.U.D. ,Horror|Sci-Fi,Douglas Cheek,Daniel Stern,John Heard,Sam McMurray,1984,bum|city|mutant|new york city|street
Filly Brown ,Drama|Music,Youssef Delara,Noel Gugliemi,Jenni Rivera,Jorge Diaz,2012, 
The Lion of Judah ,Animation,Deryck Broom,Vic Mignogna,Omar Benson Miller,Anupam Kher,2011,animal|donkey|lamb|pig|rooster
Niagara ,Crime|Film-Noir|Thriller,Henry Hathaway,Joseph Cotten,Jean Peters,Will Wright,1953,hitchcockian|husband murders wife|murder|niagara falls|overhead shot
How Green Was My Valley ,Drama|Family,John Ford,Roddy McDowall,Walter Pidgeon,Barry Fitzgerald,1941,coal mine|girl|school|village|wales
The Girlfriend Experience             ,Drama, ,Mary Lynn Rajskub,Riley Keough,Paul Sparks, ,escort|female nudity|friendship|money|sex scene
Da Sweet Blood of Jesus ,Comedy|Romance|Thriller,Spike Lee,Rami Malek,Elvis Nolasco,Felicia Pearson,2014,horror movie remake|remake|undead|undead sex|undead sexuality
"Sex, Lies, and Videotape ",Drama,Steven Soderbergh,Peter Gallagher,Laura San Giacomo,Steven Brill,1989,affair|interview|marriage|sex|videotape
Saw ,Horror|Mystery|Thriller,James Wan,Michael Emerson,Monica Potter,Shawnee Smith,2004,chained|flashback|killer|serial killer|surprise ending
Super Troopers ,Comedy|Crime|Mystery,Jay Chandrasekhar,Geoffrey Arend,Daniel von Bargen,Jay Chandrasekhar,2001,drugs|highway|police|state trooper|vermont
The Algerian ,Action|Romance|Thriller,Giovanni Zelko,Zuhair Haddad,Harry Lennix,Ben Youcef,2014,algeria|algerian|los angeles california|muslim
The Amazing Catfish ,Comedy|Drama,Claudia Sainte-Luce,Ximena Ayala,Vera Wilson,José Manuel Orozco Angulo,2013,actress shares first name with character|appendicitis|hospital|loss of mother|supermarket
The Day the Earth Stood Still ,Drama|Sci-Fi|Thriller,Scott Derrickson,Keanu Reeves,Jon Hamm,Juan Riedinger,2008,alien|earth|giant robot|military|scientist
Monsoon Wedding ,Comedy|Drama|Romance,Mira Nair,Naseeruddin Shah,Randeep Hooda,Lillete Dubey,2001,arranged marriage|bride|celebration|marriage|wedding
You Can Count on Me ,Drama,Kenneth Lonergan,Matthew Broderick,Rory Culkin,Gaby Hoffmann,2000,bank|car accident|cheating husband|new york|single mother
The Trouble with Harry ,Comedy|Mystery|Romance,Alfred Hitchcock,Jerry Mathers,John Forsythe,Royal Dano,1955,artist|death|hunting|sheriff|vermont
Lucky Number Slevin ,Crime|Drama|Mystery|Thriller,Paul McGuigan,Bruce Willis,Morgan Freeman,Dorian Missick,2006,coroner|death|gay son|love|mistaken identity
But I'm a Cheerleader ,Comedy|Drama,Jamie Babbit,Natasha Lyonne,Clea DuVall,Eddie Cibrian,1999,cheerleader|gay|homosexual|lesbian|lesbian relationship
Home Run ,Drama|Sport,David Boyd,Vivica A. Fox,Drew Waters,Scott Elrod,2013,addiction|alcoholic|baseball|car accident|reference to god
Reservoir Dogs ,Crime|Drama|Thriller,Quentin Tarantino,Quentin Tarantino,Steve Buscemi,Chris Penn,1992,gang|heist|heist gone wrong|nonlinear timeline|robbery
The Blue Bird ,Drama|Family|Fantasy,Walter Lang,Spring Byington,Nigel Bruce,Gale Sondergaard,1940,1800s|bird|blue bird of happiness|foreign language adaptation|past
"The Good, the Bad and the Ugly ",Western,Sergio Leone,Clint Eastwood,Luigi Pistilli,Enzo Petito,1966,civil war|hitman|outlaw|shootout|spaghetti western
The Second Mother ,Comedy|Drama,Anna Muylaert,Alex Huszar,Regina Casé,Luis Miranda,2015,brazil|exam|housekeeper|northeast region of brazil|portuguese language
Blue Like Jazz ,Comedy|Drama,Steve Taylor,Jason Marsden,Marshall Allman,Eric Lange,2012,church|college|color in title|philosophy|texas
Down and Out with the Dolls ,Comedy|Music,Kurt Voss,Lemmy,Coyote Shivers,Zoë Poledouris,2001,female bassist|female drummer|female guitarist|female singer|portland oregon
"Pink Ribbons, Inc. ",Documentary,Léa Pool, , , ,2011,breast cancer|comma in title|period in title|punctuation in title|three word title
Certifiably Jonathan ,Comedy|Documentary,James David Pasternak,Robin Williams,Sarah Silverman,Jonathan Winters,2007,las vegas nevada|museum|reference to mr. rogers|reference to vincent van gogh|talking about suicide
Q ,Drama,Laurent Bouhnik,Déborah Révy,Johnny Amaro,Yassine Azzouz,2011,female explicit nudity|hand job|oral sex|penetration|unsimulated sex
The Knife of Don Juan ,Comedy|Drama,Tom Sanchez,Nataniel Sánchez,Antonio Arrué,Juan Carlos Montoya,2013, 
Grand Theft Parsons ,Adventure|Comedy|Drama,David Caffrey,Marley Shelton,Scott Adsit,Jim Cody Williams,2003,guitar|hearse|manager|musician|singer
Extreme Movie ,Comedy,Adam Jay Epstein,Rich Ceraulo,Denise Boutte,Vanessa Lee Chester,2008,box office flop|female frontal nudity|pink bra and panties|red bra and panties|sex
The Charge of the Light Brigade ,Action|Adventure|Romance|War,Michael Curtiz,Errol Flynn,David Niven,Spring Byington,1936,attack|fort|india|lancer|massacre
Below Zero ,Thriller,Justin Thomas Ostensen,Michael Berryman,Kristin Booth,Michael Eisner,2011, 
Crowsnest ,Action|Horror|Mystery|Thriller,Brenton Spencer,Christie Burke,Victor Zinck Jr.,Chelsey Reist,2012,forest|found footage|lost|murder|road trip
Airborne ,Adventure|Comedy|Sport,Rob Bowman,Alanna Ubach,Jacob Vargas,Brittney Powell,1993,cincinnati ohio|high school|hockey|jock strap|zoologist
Cotton Comes to Harlem ,Action|Comedy,Ossie Davis,Redd Foxx,Cleavon Little,Calvin Lockhart,1970,black cop|chase|cotton|four word title|new york city
The Wicked Within ,Horror,Jay Alaimo,William McNamara,Sabrina Carmichael,Patrick Muldoon,2015,after dark horrorfest
Bleeding Hearts ,Horror,Dylan Bank,Seregon O'Dassey,Deirdre Lorenz,Dustin Diamond,2015,bare breasts|bra and panties|nudity|syringe
Waiting... ,Comedy,Rob McKittrick,Ryan Reynolds,Dane Cook,Vanessa Lengies,2005,cook|dishwasher|flashing|male frontal nudity|waiter
Dead Man's Shoes ,Crime|Drama|Thriller,Shane Meadows,Paddy Considine,Gary Stretch,George Newton,2004,anger|army veteran|independent film|revenge|sex scene
Wolf Creek             ,Drama|Horror|Thriller, ,Richard Cawthorne,John Jarratt,Lucy Fry, ,based on true story|blood|serial killer|slasher|tv mini series
